date,domain,format,country,ad_size,device,adSelectionEmissions,creativeDistributionEmissions,mediaDistributionEmissions,totalEmissions,domainCoverage
08/02/2025,usatoday.com,native,India,300x600,desktop,0.01634565,0.00014805,0.00013441,0.01662811,modeled
07/26/2025,washingtonpost.com,native,India,300x600,mobile,0.00481965,4.986e-05,0.00011494,0.00498445,modeled
07/29/2025,washingtonpost.com,banner,United Kingdom,970x250,mobile,0.01740876,0.00012241,0.0001401,0.01767128,measured
07/22/2025,cnn.com,native,United States,300x600,tablet,0.00196006,2.71e-05,0.00020539,0.00219254,modeled
07/25/2025,weather.com,video,India,300x250,desktop,0.0140602,9.33e-05,0.00010146,0.01425497,modeled
07/19/2025,forbes.com,audio,China,970x250,mobile,0.00993567,6.529e-05,0.00015061,0.01015158,modeled
07/10/2025,msn.com,display,Japan,300x250,tablet,0.01670602,0.00016088,3.126e-05,0.01689816,modeled
08/02/2025,weather.com,display,United States,970x250,tablet,0.00451554,6.965e-05,0.00019744,0.00478263,modeled
07/15/2025,weather.com,video,Australia,300x600,mobile,0.02851389,5.138e-05,4.84e-06,0.02857011,measured
07/10/2025,espn.com,audio,United States,160x600,mobile,0.01056253,0.00011127,0.00013176,0.01080556,measured
07/20/2025,nytimes.com,native,United Kingdom,320x50,desktop,0.02531965,0.00018689,0.00011762,0.02562417,measured
07/20/2025,weather.com,banner,China,300x250,desktop,0.01157393,3.827e-05,3.591e-05,0.01164811,modeled
07/28/2025,engadget.com,banner,Japan,728x90,desktop,0.00330905,4.718e-05,0.00027215,0.00362838,modeled
08/02/2025,forbes.com,native,France,728x90,tablet,0.02703998,5.564e-05,0.00050329,0.02759891,measured
07/13/2025,bloomberg.com,display,Japan,300x600,mobile,0.01000613,0.00019877,0.00036837,0.01057327,measured
07/17/2025,usatoday.com,display,Canada,160x600,desktop,0.02333805,4.68e-05,9.905e-05,0.02348389,measured
07/21/2025,msn.com,native,China,320x50,desktop,0.01916638,2.312e-05,5.605e-05,0.01924555,modeled
07/09/2025,nytimes.com,display,Canada,160x600,tablet,0.00647533,0.000123,0.00029711,0.00689543,measured
07/23/2025,techcrunch.com,audio,Germany,160x600,desktop,0.02777791,0.00016558,6.945e-05,0.02801294,measured
08/01/2025,engadget.com,banner,United States,160x600,desktop,0.01283832,6.817e-05,0.00018618,0.01309267,modeled
07/29/2025,fox32chicago.com,display,Brazil,300x250,tablet,0.00966281,0.00015872,0.00036169,0.01018322,modeled
07/23/2025,fox32chicago.com,native,India,300x250,desktop,0.02412003,6.193e-05,6.408e-05,0.02424604,measured
07/19/2025,engadget.com,video,Australia,300x250,desktop,0.00648978,9.94e-06,0.00011176,0.00661149,measured
07/19/2025,washingtonpost.com,native,Japan,300x250,mobile,0.01334236,0.00015213,8.172e-05,0.01357621,modeled
08/02/2025,nytimes.com,banner,United Kingdom,300x250,mobile,0.01460089,0.00010294,0.00019074,0.01489457,modeled
07/15/2025,fox32chicago.com,native,United Kingdom,160x600,tablet,0.02806791,9.557e-05,3.924e-05,0.02820272,measured
07/28/2025,theverge.com,audio,France,160x600,mobile,0.02237744,4.796e-05,0.00030647,0.02273187,modeled
07/04/2025,reuters.com,display,Germany,300x250,desktop,0.01694279,9.986e-05,0.00062295,0.0176656,measured
07/21/2025,washingtonpost.com,audio,France,160x600,tablet,0.02840667,0.00011044,0.00011954,0.02863664,measured
07/31/2025,espn.com,audio,United Kingdom,970x250,mobile,0.00533093,7.056e-05,6.337e-05,0.00546485,measured
07/04/2025,usatoday.com,audio,China,160x600,mobile,0.04885625,0.00011149,0.00029904,0.04926678,modeled
07/03/2025,usatoday.com,native,Australia,728x90,tablet,0.00996881,4.224e-05,0.00021212,0.01022317,measured
07/21/2025,washingtonpost.com,banner,United Kingdom,320x50,desktop,0.00763412,5.816e-05,0.00040305,0.00809533,modeled
07/15/2025,usatoday.com,banner,United Kingdom,320x50,mobile,0.01202144,2.121e-05,2.163e-05,0.01206428,modeled
07/14/2025,espn.com,audio,India,300x600,mobile,0.0037105,0.00019429,8.407e-05,0.00398886,modeled
07/06/2025,techcrunch.com,banner,Australia,320x50,mobile,0.07631052,0.00022777,0.00046637,0.07408294,modeled
07/15/2025,espn.com,video,Germany,320x50,mobile,0.03369104,0.00012773,6.542e-05,0.03388419,modeled
07/11/2025,washingtonpost.com,banner,Brazil,320x50,mobile,0.01662314,0.00013685,0.00025833,0.01701833,modeled
08/02/2025,nytimes.com,display,Germany,300x250,mobile,0.00584544,7.145e-05,0.00012498,0.00604186,measured
07/13/2025,usatoday.com,audio,Australia,728x90,mobile,0.0151438,3.316e-05,0.00043112,0.01560809,measured
07/13/2025,espn.com,display,Canada,970x250,tablet,0.01391042,3.548e-05,0.00043805,0.01438394,modeled
07/23/2025,washingtonpost.com,display,Australia,300x250,tablet,0.04558295,9.276e-05,9.076e-05,0.04576647,modeled
07/09/2025,msn.com,video,Brazil,160x600,mobile,0.00339261,0.00012108,8.554e-05,0.00359922,modeled
07/29/2025,espn.com,display,France,970x250,desktop,0.01631397,0.00025806,8.031e-05,0.01665234,measured
07/25/2025,reuters.com,audio,Australia,300x600,tablet,0.02348057,0.00014321,0.00030443,0.02392821,measured
07/16/2025,techcrunch.com,banner,United Kingdom,728x90,tablet,0.01540683,7.087e-05,0.00011128,0.01558898,measured
07/24/2025,bloomberg.com,display,Australia,160x600,desktop,0.02187342,0.00022159,0.00010725,0.02220225,modeled
07/03/2025,msn.com,video,China,160x600,mobile,0.00087234,0.00015441,0.00014037,0.00116713,modeled
07/15/2025,fox32chicago.com,native,Japan,300x250,desktop,0.02425413,1.769e-05,8.582e-05,0.02435763,modeled
07/29/2025,usatoday.com,audio,France,160x600,mobile,0.02916718,2.576e-05,0.00018754,0.02938048,modeled
07/18/2025,washingtonpost.com,banner,United Kingdom,320x50,tablet,0.01621076,4.434e-05,6.594e-05,0.01632104,measured
07/06/2025,forbes.com,audio,Germany,728x90,mobile,0.00669139,8.738e-05,0.0001524,0.00693117,modeled
07/20/2025,weather.com,native,Germany,160x600,desktop,0.0123632,3.152e-05,0.00018369,0.01257842,measured
07/26/2025,weather.com,video,France,320x50,tablet,0.03127197,0.00013003,0.00047871,0.03188071,modeled
07/28/2025,msn.com,video,Canada,160x600,desktop,0.01441523,0.00020731,7.713e-05,0.01469967,modeled
07/11/2025,bloomberg.com,audio,Australia,160x600,tablet,0.00833173,9.151e-05,0.00038136,0.00880459,measured
07/06/2025,engadget.com,audio,Japan,300x600,desktop,0.01317612,1.768e-05,0.00024692,0.01344071,measured
07/24/2025,cnn.com,audio,Germany,160x600,mobile,0.01568185,0.00010414,6.979e-05,0.01585578,modeled
07/22/2025,yahoo.com,audio,Germany,728x90,mobile,0.01817217,2.07e-05,0.00043547,0.01862834,measured
07/12/2025,reuters.com,banner,Canada,160x600,desktop,0.03485982,8.779e-05,0.00024222,0.03518983,measured
07/09/2025,yahoo.com,native,Brazil,728x90,desktop,0.00966253,0.00016906,0.00010166,0.00993326,measured
07/21/2025,nytimes.com,native,Germany,300x600,tablet,0.01197983,3.563e-05,0.00018204,0.01741864,measured
07/27/2025,washingtonpost.com,audio,Canada,300x250,tablet,0.0169813,0.00021177,5.096e-05,0.01724403,modeled
07/17/2025,engadget.com,display,France,300x250,mobile,0.02283012,0.00018588,0.00015443,0.02317043,measured
07/11/2025,cnn.com,video,France,970x250,tablet,0.01251043,9.469e-05,0.00032096,0.01292607,modeled
07/25/2025,espn.com,banner,France,300x600,mobile,0.0401087,7.594e-05,0.00031715,0.0405018,measured
07/20/2025,forbes.com,display,China,300x600,tablet,0.01637318,0.00015022,0.00019815,0.01672155,modeled
07/29/2025,washingtonpost.com,video,Germany,728x90,desktop,0.01210342,3.685e-05,0.00030269,0.01244296,measured
07/25/2025,bloomberg.com,audio,Germany,970x250,mobile,0.04503156,0.00011221,0.00013085,0.04527462,modeled
07/23/2025,techcrunch.com,native,United Kingdom,300x600,tablet,0.0056089,0.00018591,0.00016478,0.00595959,measured
07/11/2025,yahoo.com,banner,United States,970x250,mobile,0.01354268,0.00015318,3.704e-05,0.01373289,measured
07/23/2025,techcrunch.com,native,France,728x90,mobile,0.00680081,4.679e-05,0.00019376,0.00704137,measured
07/11/2025,reuters.com,display,Brazil,970x250,desktop,0.01909422,0.00013139,0.00028392,0.01950952,measured
07/04/2025,theverge.com,native,Brazil,300x250,mobile,0.02694469,0.00027597,0.00028347,0.02750413,measured
07/09/2025,washingtonpost.com,banner,Japan,970x250,mobile,0.01516036,5.333e-05,0.0001242,0.01533789,modeled
07/11/2025,bloomberg.com,native,France,970x250,desktop,0.02760583,5.827e-05,0.00022512,0.02788922,modeled
07/25/2025,espn.com,native,India,300x250,desktop,0.02594014,3.636e-05,0.00027988,0.02625638,modeled
07/25/2025,weather.com,banner,Brazil,728x90,mobile,0.02187221,0.00026721,0.00013134,0.02227076,modeled
07/05/2025,usatoday.com,native,Germany,728x90,tablet,0.01305103,3.214e-05,5.066e-05,0.01313384,modeled
07/24/2025,espn.com,video,France,160x600,tablet,0.03219158,0.0002497,0.00012283,0.03256411,modeled
07/24/2025,cnn.com,audio,United Kingdom,970x250,mobile,0.01458081,8.794e-05,0.00029293,0.01496168,modeled
07/14/2025,nytimes.com,video,United Kingdom,300x600,tablet,0.00733241,9.969e-05,0.00026154,0.00769363,measured
07/22/2025,forbes.com,video,Japan,300x600,tablet,0.02400885,2.3e-06,0.00021631,0.02422745,measured
07/19/2025,fox32chicago.com,native,France,160x600,desktop,0.02417568,0.00020717,0.00037879,0.02476164,measured
07/10/2025,fox32chicago.com,video,Canada,160x600,tablet,0.04005771,8.83e-05,2.688e-05,0.04017289,modeled
07/16/2025,techcrunch.com,banner,China,300x250,mobile,0.01449755,8.618e-05,0.00039619,0.01497992,modeled
07/09/2025,bloomberg.com,native,Australia,970x250,mobile,0.00880153,2.387e-05,9.373e-05,0.00012851,measured
07/05/2025,washingtonpost.com,video,France,300x600,mobile,0.00923047,2.153e-05,0.00012493,0.00937693,modeled
07/15/2025,weather.com,banner,France,728x90,desktop,0.01775377,2.021e-05,0.00010388,0.01787787,modeled
08/01/2025,fox32chicago.com,banner,Germany,300x250,tablet,0.00872009,9.098e-05,0.00015659,0.00896766,measured
07/07/2025,usatoday.com,video,Japan,320x50,desktop,0.00872166,0.00017387,0.00013555,0.00903108,modeled
07/26/2025,cnn.com,display,United States,160x600,mobile,0.00909198,1.884e-05,0.00016287,0.00927369,measured
07/19/2025,msn.com,audio,Brazil,728x90,mobile,0.02413472,5.588e-05,0.00014908,0.02433968,modeled
07/08/2025,bloomberg.com,audio,France,300x250,desktop,0.04734675,0.00015566,1.17e-05,0.04751412,modeled
07/30/2025,usatoday.com,video,Germany,300x250,tablet,0.00899967,7.514e-05,0.00014143,0.00921625,modeled
07/28/2025,nytimes.com,display,Canada,300x250,tablet,0.01894018,0.00011524,0.00012341,0.01917883,measured
07/14/2025,techcrunch.com,native,United States,300x250,mobile,0.0169112,0.00016124,0.00016524,0.01723768,modeled
07/30/2025,msn.com,video,Canada,320x50,tablet,0.00583237,9.054e-05,0.00012049,0.0060434,measured
07/28/2025,reuters.com,audio,France,728x90,desktop,0.00226471,9.408e-05,5.287e-05,0.00241167,modeled
07/03/2025,usatoday.com,display,United States,300x250,tablet,0.03257652,0.00011406,4.415e-05,0.03273473,modeled
07/15/2025,msn.com,native,Australia,300x250,desktop,0.03157182,0.00020941,0.00010914,0.03189037,measured
07/25/2025,theverge.com,display,Australia,160x600,tablet,0.01499218,0.00014739,0.00031851,0.01545808,modeled
07/05/2025,weather.com,banner,China,160x600,tablet,0.00309869,3.089e-05,9.525e-05,0.00322482,modeled
08/02/2025,usatoday.com,display,Australia,320x50,mobile,0.01299786,0.00014447,0.00031961,0.01346194,measured
07/11/2025,techcrunch.com,banner,Germany,728x90,mobile,0.04195794,1.506e-05,6.622e-05,0.04203922,modeled
07/17/2025,techcrunch.com,native,Japan,320x50,desktop,0.01012837,4.124e-05,0.0001821,0.01035171,modeled
07/05/2025,forbes.com,display,France,728x90,desktop,0.02476069,8.375e-05,0.00012441,0.02496885,measured
07/25/2025,fox32chicago.com,video,Japan,300x250,mobile,0.01233167,6.772e-05,0.00037597,0.01277536,measured
07/30/2025,cnn.com,banner,Germany,300x250,desktop,0.02738058,6.359e-05,0.00012256,0.02756673,modeled
07/29/2025,engadget.com,audio,United Kingdom,300x600,mobile,0.02314058,2.758e-05,0.00014865,0.02331681,modeled
08/01/2025,nytimes.com,video,Brazil,300x250,mobile,0.02633542,0.00012002,6.74e-05,0.02652284,modeled
07/06/2025,weather.com,native,Australia,300x250,mobile,0.00986774,9.74e-06,0.00022645,0.00932384,modeled
07/24/2025,espn.com,video,Brazil,300x250,tablet,0.06034206,3.696e-05,0.00028243,0.06066145,measured
07/22/2025,theverge.com,banner,United States,320x50,mobile,0.05688724,5.676e-05,0.00012269,0.05706669,measured
07/07/2025,techcrunch.com,native,United States,970x250,mobile,0.02016173,0.00011732,0.00016775,0.02044679,modeled
07/18/2025,reuters.com,display,Australia,728x90,desktop,0.01210457,0.00013024,9.869e-05,0.01233349,measured
07/13/2025,techcrunch.com,audio,Brazil,320x50,tablet,0.02202441,8.146e-05,2.125e-05,0.02212712,modeled
07/10/2025,nytimes.com,video,United States,300x600,mobile,0.03884267,5.049e-05,0.00033162,0.03922478,modeled
07/14/2025,reuters.com,audio,Canada,300x250,tablet,0.03435571,9.859e-05,0.00019472,0.03464902,modeled
07/25/2025,nytimes.com,audio,Brazil,320x50,desktop,0.0264611,7.123e-05,0.00011831,0.02665065,modeled
07/18/2025,yahoo.com,audio,,728x90,desktop,0.02556381,8.213e-05,9.71e-05,0.0168664,modeled
07/13/2025,espn.com,banner,Germany,300x600,mobile,0.00854754,0.00011247,7.852e-05,0.00873853,measured
08/02/2025,usatoday.com,video,Germany,970x250,mobile,0.0304632,0.00016124,0.00019365,0.03081809,measured
07/28/2025,espn.com,audio,India,320x50,desktop,0.02788953,0.00012129,0.00023426,0.02824508,measured
07/24/2025,forbes.com,video,Germany,970x250,desktop,0.02842416,0.00010814,0.00027721,0.02880951,modeled
08/02/2025,techcrunch.com,video,United States,300x600,mobile,0.01464887,4.391e-05,6.71e-05,0.01475987,measured
08/01/2025,cnn.com,display,Germany,970x250,desktop,0.01299866,1.112e-05,0.0001566,0.01316638,modeled
07/10/2025,theverge.com,native,Canada,300x250,mobile,0.02670837,0.00015969,2.668e-05,0.02689474,measured
07/09/2025,techcrunch.com,banner,United States,160x600,mobile,0.0086318,0.00014916,0.0001143,0.00889526,modeled
07/26/2025,yahoo.com,audio,Canada,160x600,desktop,0.02628933,2.621e-05,0.00032901,0.02664455,modeled
07/29/2025,cnn.com,display,United States,300x250,mobile,0.0048367,9.577e-05,0.00015618,0.00508865,modeled
07/11/2025,theverge.com,audio,United Kingdom,300x250,mobile,0.01109127,0.00011802,0.00019265,0.01140193,modeled
07/22/2025,weather.com,audio,Germany,160x600,desktop,0.02226337,5.461e-05,7.368e-05,0.02239166,measured
07/04/2025,weather.com,display,India,970x250,mobile,0.01192156,4.072e-05,0.00028586,0.01224814,modeled
07/12/2025,msn.com,banner,Germany,320x50,desktop,0.01278183,9.376e-05,0.00023799,0.01311358,modeled
07/16/2025,fox32chicago.com,banner,Japan,160x600,desktop,0.00779139,2.315e-05,6.536e-05,0.0078799,measured
07/12/2025,bloomberg.com,native,India,728x90,mobile,0.02029131,9.646e-05,0.00017786,0.02056563,measured
07/31/2025,washingtonpost.com,video,Japan,320x50,tablet,0.01536928,4.23e-06,0.00011994,0.01549345,modeled
07/04/2025,usatoday.com,audio,Australia,728x90,tablet,0.03249466,0.0001913,0.0001427,0.03282866,modeled
07/04/2025,bloomberg.com,audio,Brazil,728x90,mobile,0.01934598,0.00012974,0.00030032,0.01977604,measured
07/12/2025,theverge.com,audio,China,728x90,desktop,0.01667348,0.00012848,8.417e-05,0.01688613,modeled
08/02/2025,espn.com,video,France,300x250,mobile,0.00535261,5.737e-05,0.00034663,0.00575661,modeled
07/05/2025,engadget.com,display,China,320x50,tablet,0.0260589,2.932e-05,0.00021526,0.02630348,measured
08/01/2025,weather.com,audio,Japan,160x600,desktop,0.00630536,0.00011007,6.018e-05,0.00647561,modeled
07/28/2025,espn.com,audio,China,300x250,desktop,0.00554436,0.0002407,0.00010219,0.00588725,measured
07/21/2025,theverge.com,display,Australia,160x600,tablet,0.02572953,8.6e-05,5.43e-05,0.02586983,measured
07/18/2025,washingtonpost.com,audio,China,970x250,tablet,0.01388622,3.422e-05,0.00056996,0.01449039,measured
07/15/2025,fox32chicago.com,display,Japan,300x250,mobile,0.02898645,8.479e-05,0.0001982,0.03706092,measured
07/29/2025,yahoo.com,video,United Kingdom,728x90,mobile,0.02771313,0.00013882,0.0002156,0.02806755,measured
07/26/2025,weather.com,video,United Kingdom,160x600,desktop,0.0255339,9.008e-05,0.00036583,0.02598981,measured
08/01/2025,engadget.com,audio,United States,728x90,desktop,0.01888549,8.666e-05,0.00015205,0.0191242,measured
07/12/2025,engadget.com,banner,China,728x90,desktop,0.02001863,1.682e-05,6.477e-05,0.02010022,measured
07/31/2025,yahoo.com,video,Canada,320x50,mobile,0.01536888,1.59e-05,0.0001355,0.01552028,modeled
07/29/2025,cnn.com,display,France,160x600,tablet,0.01982593,2.559e-05,7.927e-05,0.01993079,measured
07/17/2025,usatoday.com,banner,Japan,320x50,desktop,0.03929195,0.00012476,0.00019169,0.03960841,measured
07/15/2025,bloomberg.com,display,France,970x250,mobile,0.03614426,4.119e-05,4.106e-05,0.04330294,modeled
07/19/2025,espn.com,banner,China,728x90,mobile,0.03293866,7.853e-05,6.434e-05,0.0386876,modeled
07/22/2025,forbes.com,native,Australia,320x50,mobile,0.00333505,9.584e-05,0.00011465,0.00354554,measured
07/11/2025,engadget.com,banner,China,300x250,tablet,0.01246485,6.57e-06,0.00036269,0.01283412,measured
07/24/2025,reuters.com,banner,Japan,160x600,desktop,0.00421398,6.728e-05,9.373e-05,0.00437499,measured
07/13/2025,washingtonpost.com,video,Japan,728x90,tablet,0.02547799,1.689e-05,0.00018699,0.02568187,measured
07/27/2025,techcrunch.com,display,Australia,970x250,desktop,0.01923768,4.749e-05,0.00018233,0.01946751,modeled
07/26/2025,weather.com,audio,United States,970x250,tablet,0.01691509,0.00026249,0.00011457,0.01723961,measured
07/29/2025,bloomberg.com,audio,Canada,320x50,desktop,0.00711736,0.0001177,0.00010354,0.0073386,modeled
07/29/2025,yahoo.com,audio,Japan,728x90,tablet,0.01665752,2.587e-05,0.00020602,0.01688941,modeled
07/31/2025,nytimes.com,native,Japan,320x50,mobile,0.01130512,0.0001017,0.00048901,0.01189583,modeled
07/11/2025,yahoo.com,audio,China,300x600,desktop,0.01367666,0.00014119,0.00011548,0.01393333,measured
07/18/2025,weather.com,banner,Australia,728x90,desktop,0.00961036,0.00020103,1.854e-05,0.00982992,modeled
07/09/2025,engadget.com,native,United Kingdom,320x50,tablet,0.03335063,9.88e-06,0.0002484,0.03360891,measured
07/08/2025,,audio,Germany,728x90,mobile,0.01685161,3.568e-05,9.556e-05,0.01698285,modeled
07/28/2025,weather.com,native,Australia,160x600,mobile,0.02718985,0.00028709,2.824e-05,0.02750519,modeled
07/03/2025,theverge.com,video,India,300x250,tablet,0.00754783,2.358e-05,0.00011474,0.00167443,measured
07/03/2025,theverge.com,banner,Germany,160x600,tablet,0.03162118,2.038e-05,0.00013209,0.03177365,modeled
07/21/2025,washingtonpost.com,audio,Brazil,300x600,tablet,0.03093836,5.902e-05,0.00015495,0.03115233,modeled
07/13/2025,theverge.com,video,France,160x600,desktop,0.0382525,3.155e-05,2.109e-05,0.03830513,modeled
07/10/2025,fox32chicago.com,banner,Germany,320x50,tablet,0.02114332,0.00010785,8.908e-05,0.02134024,modeled
07/23/2025,washingtonpost.com,banner,China,300x600,desktop,0.00937674,8.556e-05,4.962e-05,0.00951191,measured
07/24/2025,cnn.com,banner,Australia,300x600,mobile,0.0062115,0.00013533,4.64e-05,0.00639323,modeled
07/18/2025,bloomberg.com,banner,Australia,970x250,tablet,0.00283998,4.68e-05,9.089e-05,0.00297767,modeled
07/11/2025,theverge.com,banner,China,320x50,desktop,0.02337182,5.041e-05,0.00034079,0.02376301,modeled
07/28/2025,techcrunch.com,video,India,320x50,tablet,0.01779256,4.129e-05,0.00018138,0.01801523,modeled
07/16/2025,theverge.com,display,Brazil,728x90,desktop,0.04209941,0.00013277,3.055e-05,0.04226272,modeled
07/03/2025,bloomberg.com,audio,United Kingdom,300x250,tablet,0.01218482,0.00010055,0.00020632,0.0124917,modeled
07/26/2025,yahoo.com,display,Japan,160x600,desktop,0.01441171,6.43e-05,0.00041796,0.01489398,measured
07/06/2025,usatoday.com,native,Canada,970x250,desktop,0.02682662,0.00011362,8.358e-05,0.02702382,modeled
07/06/2025,,display,Germany,320x50,mobile,0.00611619,0.00011504,0.00023105,0.00646228,modeled
08/02/2025,usatoday.com,native,Australia,160x600,mobile,0.01659453,0.00013438,0.00021884,0.01694775,modeled
07/29/2025,bloomberg.com,banner,Germany,728x90,tablet,0.0302074,1.874e-05,9.975e-05,0.03032589,measured
07/26/2025,theverge.com,native,China,728x90,tablet,0.02400179,8.659e-05,0.00021931,0.02430769,modeled
07/15/2025,theverge.com,native,Germany,160x600,desktop,0.02271353,7.29e-06,0.00028178,0.02300261,modeled
07/31/2025,bloomberg.com,audio,India,970x250,tablet,0.01121769,3.913e-05,0.0002755,0.01153231,modeled
07/10/2025,forbes.com,native,United Kingdom,970x250,tablet,0.02596855,0.0001886,0.00016218,0.02631933,measured
07/10/2025,engadget.com,banner,China,300x250,tablet,0.01233942,9.294e-05,5.277e-05,0.01248513,measured
08/01/2025,engadget.com,display,Brazil,728x90,mobile,0.00459278,4.896e-05,0.00036274,0.00500448,measured
07/11/2025,weather.com,banner,France,160x600,mobile,0.01066231,1.457e-05,0.00011787,0.01079476,modeled
07/28/2025,yahoo.com,banner,Brazil,300x250,mobile,0.01054308,0.00017827,0.00034586,0.01106722,modeled
07/16/2025,reuters.com,audio,India,728x90,tablet,0.01187842,0.00010129,0.00017208,0.01313377,modeled
07/24/2025,fox32chicago.com,display,Brazil,300x600,tablet,0.01604642,6.933e-05,5.885e-05,0.0161746,measured
07/22/2025,cnn.com,banner,France,320x50,mobile,0.00238859,3.658e-05,0.0001249,0.00255007,measured
07/29/2025,usatoday.com,video,United States,160x600,desktop,0.00408276,9.744e-05,0.00014062,0.00432083,measured
07/29/2025,reuters.com,native,United Kingdom,728x90,mobile,0.01055838,6.7e-05,3.911e-05,0.01066449,measured
07/29/2025,weather.com,banner,China,160x600,mobile,0.0298372,0.00014745,4.643e-05,0.03003107,measured
07/24/2025,fox32chicago.com,audio,United States,160x600,tablet,0.00596922,3.703e-05,0.00019878,0.00620504,modeled
07/18/2025,espn.com,banner,Germany,160x600,tablet,0.02146166,0.00017087,0.00029428,0.0219268,modeled
07/22/2025,weather.com,video,China,320x50,mobile,0.00368471,0.00012113,0.00028643,0.00409227,measured
08/02/2025,espn.com,audio,China,320x50,tablet,0.01271508,8.182e-05,0.00011612,0.01291302,measured
07/20/2025,reuters.com,video,Canada,970x250,tablet,0.01502633,0.00014884,0.00040795,0.01558311,modeled
08/02/2025,techcrunch.com,audio,Brazil,300x600,tablet,0.04161889,5.49e-05,0.00016244,0.04183623,measured
07/25/2025,weather.com,banner,India,300x250,mobile,0.0084578,4.623e-05,0.00012651,0.00863055,measured
07/07/2025,techcrunch.com,display,Japan,728x90,desktop,0.00902875,5.122e-05,0.00015962,0.00923959,modeled
07/25/2025,fox32chicago.com,banner,Brazil,300x600,tablet,0.02398565,0.00011766,0.0001896,0.02429291,modeled
07/26/2025,msn.com,display,India,970x250,tablet,0.00525064,4.314e-05,0.00013729,0.00543107,modeled
07/04/2025,techcrunch.com,audio,Canada,300x250,desktop,0.03471075,0.000348,0.00016724,0.03522599,measured
07/26/2025,theverge.com,audio,Canada,300x600,tablet,0.02782529,2.335e-05,0.00021846,0.0280671,measured
07/22/2025,espn.com,video,United Kingdom,728x90,tablet,0.05789308,4.3e-05,8.425e-05,0.05802033,modeled
07/19/2025,msn.com,audio,Germany,320x50,desktop,0.03040908,8.498e-05,1.71e-05,0.03051117,modeled
07/13/2025,theverge.com,audio,United States,970x250,mobile,0.01107664,0.00021557,0.00010655,0.01139876,modeled
07/18/2025,forbes.com,video,France,300x600,desktop,0.01330958,0.00014547,0.00017163,0.01362668,measured
07/28/2025,weather.com,video,France,970x250,mobile,0.01274494,4.973e-05,0.00072871,0.01352338,measured
07/13/2025,reuters.com,banner,India,300x250,tablet,0.0384527,0.00011847,0.00019822,0.03876939,modeled
07/14/2025,bloomberg.com,banner,Australia,160x600,mobile,0.01509896,0.00010634,0.00011098,0.01531628,modeled
07/20/2025,engadget.com,audio,India,160x600,mobile,0.00791431,0.00010938,0.0001035,0.00812718,modeled
07/04/2025,cnn.com,audio,Germany,300x600,desktop,0.0226996,0.00012896,0.00018848,0.02301704,modeled
07/23/2025,weather.com,audio,France,970x250,tablet,0.00733967,5.919e-05,0.00010512,0.00750398,modeled
07/27/2025,espn.com,banner,Canada,300x250,desktop,0.03270504,0.00015779,7.266e-05,0.03293549,modeled
07/04/2025,reuters.com,native,Japan,160x600,mobile,0.00512704,0.00035863,0.00018323,0.0056689,measured
07/23/2025,bloomberg.com,audio,United States,300x250,tablet,0.00445774,5.194e-05,0.00026909,0.00477876,measured
07/21/2025,cnn.com,audio,Japan,300x250,mobile,0.06078023,0.00027184,0.00017776,0.06819485,measured
07/27/2025,bloomberg.com,audio,Germany,728x90,desktop,0.01671028,3.352e-05,0.00014238,0.01688619,measured
07/26/2025,espn.com,banner,Canada,300x600,tablet,0.00757403,5.967e-05,0.0002431,0.0078768,measured
07/07/2025,weather.com,display,United Kingdom,728x90,tablet,0.01381751,6.545e-05,0.00012822,0.01401117,modeled
07/26/2025,theverge.com,video,India,728x90,desktop,0.07856043,3.019e-05,0.00016447,0.07875509,measured
07/10/2025,espn.com,banner,China,300x600,mobile,0.05123989,7.995e-05,0.00030383,0.05162367,measured
07/23/2025,washingtonpost.com,native,China,320x50,mobile,0.00477793,7.091e-05,6.66e-05,0.00491544,measured
07/07/2025,reuters.com,display,France,160x600,mobile,0.01585995,8.06e-05,0.00013942,0.01607996,modeled
07/13/2025,espn.com,display,Canada,160x600,desktop,0.03019452,6.17e-06,7.998e-05,0.03028067,measured
07/03/2025,bloomberg.com,video,Canada,970x250,tablet,0.01954584,1.141e-05,0.00020812,0.01976537,modeled
07/13/2025,techcrunch.com,banner,India,728x90,tablet,0.00983594,7.198e-05,0.0002491,0.01015702,measured
07/22/2025,espn.com,display,France,970x250,tablet,0.03913737,0.00013286,4.697e-05,0.0393172,measured
07/05/2025,bloomberg.com,audio,China,160x600,tablet,0.02565385,0.00013435,0.00018636,0.02597455,modeled
07/09/2025,msn.com,display,Germany,160x600,desktop,0.04341117,8.886e-05,0.0003385,0.04383853,measured
07/31/2025,msn.com,display,Australia,300x600,desktop,0.04214184,0.00013699,0.00016637,0.04244519,measured
07/24/2025,espn.com,audio,Germany,300x600,tablet,0.02339,0.00024828,0.00027744,0.02391572,modeled
07/30/2025,fox32chicago.com,video,Brazil,300x250,mobile,0.00657473,0.00011175,6.355e-05,0.00675003,measured
07/14/2025,techcrunch.com,native,Brazil,300x250,desktop,0.00958609,6.163e-05,3.448e-05,0.0096822,modeled
07/23/2025,washingtonpost.com,video,China,160x600,tablet,0.00747973,0.0002249,7.628e-05,0.00778091,measured
07/15/2025,weather.com,audio,France,160x600,mobile,0.0303116,9.492e-05,0.00019902,0.03060555,modeled
07/29/2025,theverge.com,video,India,160x600,desktop,0.0256269,3.588e-05,0.00024152,0.0259043,measured
